constParams1.beta deg,globalForce1.F N,time s,revoluteJoint3.phiRel rad,prismaticJoint1.xRel m
10.0,90,1.82899999999991,1.57053744028591,0.970374377987422
10.5,90,1.70799999999992,1.5708492126624,0.754976254284758
11.0,90,1.62299999999993,1.57092292608759,0.614469204337668
11.5,90,1.55799999999994,1.57235116149925,0.513623098975241
12.0,90,1.50399999999995,1.56914889165297,0.433748325726966
10.0,90.25,1.83699999999991,1.57183407625883,0.99061443603883
10.5,90.25,1.71299999999992,1.57078432972852,0.768035246115007
11.0,90.25,1.62699999999993,1.57175217247467,0.625058937316009
11.5,90.25,1.56099999999994,1.57240678707295,0.521983107990866
12.0,90.25,1.50699999999994,1.57094466192946,0.441865522539252
10.0,90.5,1.84499999999991,1.57241868051461,1.01082363938861
10.5,90.5,1.71799999999992,1.57043095212813,0.781148444554231
11.0,90.5,1.63099999999993,1.57247718849944,0.635722403035112
11.5,90.5,1.56399999999994,1.57237209133475,0.530355307837929
12.0,90.5,1.50899999999994,1.56926596396305,0.448104290086847
10.0,90.75,1.85299999999991,1.57232166515697,1.03113963723586
10.5,90.75,1.72299999999992,1.56973719565583,0.794312739206164
11.0,90.75,1.63399999999993,1.56962687783897,0.64436662728212
11.5,90.75,1.56699999999994,1.57223072338108,0.538751171201343
12.0,90.75,1.51199999999994,1.57091340302884,0.456267416821262
10.0,91,1.86099999999991,1.5714656333556,1.05150440175603
10.5,91,1.72899999999992,1.57216976935792,0.809637169299342
11.0,91,1.63799999999993,1.57000506558198,0.655079718748052
11.5,91,1.56999999999994,1.57198107349565,0.547171011149922
12.0,91,1.51499999999994,1.57250777386947,0.464494081649268
10.0,91.25,1.8689999999999,1.57007854355576,1.07197091699121
10.5,91.25,1.73399999999992,1.5708551734224,0.822875751333535
11.0,91.25,1.64199999999993,1.57027146387186,0.66583833541399
11.5,91.25,1.57299999999994,1.5716201587329,0.555614381306404
12.0,91.25,1.51699999999994,1.57058640025134,0.470749764728367
10.0,91.5,1.8779999999999,1.57096067991612,1.09477521847569
10.5,91.5,1.73899999999992,1.56921344575696,0.836175326780599
11.0,91.5,1.64599999999993,1.57029827628437,0.676631365960497
11.5,91.5,1.57599999999994,1.57114639522371,0.564080357369578
12.0,91.5,1.51999999999994,1.57202198453395,0.479010940495319
10.0,91.75,1.8869999999999,1.57097082676404,1.11771390616548
10.5,91.75,1.74499999999992,1.57060434453086,0.851677404083719
11.0,91.75,1.64999999999993,1.57013974402809,0.687460070446566
11.5,91.75,1.57899999999994,1.57056027077264,0.572575458233819
12.0,91.75,1.52199999999994,1.56996201580312,0.485326997579162
10.0,92,1.8959999999999,1.5699469949422,1.14083526099385
10.5,92,1.75099999999992,1.57164498520645,0.867253921468822
11.0,92,1.65399999999993,1.56977747400738,0.698369305555033
11.5,92,1.58199999999994,1.56986360467306,0.581106890321778
12.0,92,1.52499999999994,1.57122307206283,0.493603900185215
10.0,92.25,1.9059999999999,1.57136850968964,1.16626623061201
10.5,92.25,1.75699999999992,1.57229098466449,0.882893858610235
11.0,92.25,1.65799999999993,1.56921019367477,0.7092841404483
11.5,92.25,1.58599999999994,1.57245965768615,0.591708459306976
12.0,92.25,1.52799999999994,1.57242348096596,0.501956175841294
10.0,92.5,1.9159999999999,1.57173003282893,1.19184032387075
10.5,92.5,1.76199999999992,1.56916099401219,0.896371684408687
11.0,92.5,1.66299999999993,1.57184161205959,0.722270358244059
11.5,92.5,1.58899999999994,1.57150704258826,0.600288064436123
12.0,92.5,1.52999999999994,1.57010409460453,0.508293669016903
10.0,92.75,1.9259999999999,1.57100232278455,1.21748445331677
10.5,92.75,1.76899999999992,1.57241623975001,0.91433301944839
11.0,92.75,1.66699999999993,1.57085118650116,0.733238125365358
11.5,92.75,1.59199999999994,1.57044069976751,0.608894904606265
12.0,92.75,1.53299999999994,1.57112506474964,0.516659618430642
10.0,93,1.9369999999999,1.57237684947964,1.24568684332609
10.5,93,1.77499999999992,1.57184701939093,0.930134764287269
11.0,93,1.67099999999993,1.56970884938692,0.744286541614661
11.5,93,1.59499999999994,1.56927660977132,0.617571802835797
12.0,93,1.53599999999994,1.57207097715785,0.525071938078848
10.0,93.25,1.9479999999999,1.57241155262727,1.27397196620608
10.5,93.25,1.78099999999991,1.57083315513704,0.945989135569964
11.0,93.25,1.67599999999993,1.5717062845063,0.75744674214922
11.5,93.25,1.59899999999993,1.57132730790807,0.628236715650342
12.0,93.25,1.53799999999994,1.56949695251751,0.531462132715519
10.0,93.5,1.9589999999999,1.57102523201054,1.30238587563457
10.5,93.5,1.78699999999991,1.56937459139495,0.96191344945932
11.0,93.5,1.67999999999993,1.57009949600711,0.768542253392885
11.5,93.5,1.60199999999993,1.5698593611555,0.636905251223459
12.0,93.5,1.54099999999994,1.57026060714394,0.539907200221998
10.0,93.75,1.97099999999989,1.57044075443622,1.33321201327301
10.5,93.75,1.79399999999991,1.57081086840861,0.98014319638294
11.0,93.75,1.68499999999993,1.57165111910704,0.781791237237102
11.5,93.75,1.60599999999993,1.57167806248779,0.647713050869172
12.0,93.75,1.54399999999994,1.57093465634487,0.548368281078308
10.0,94,1.98299999999989,1.56922708732578,1.36436036000199
10.5,94,1.80099999999991,1.57178731244026,0.998437847825467
11.0,94,1.68899999999992,1.56953682287945,0.792980942773167
11.5,94,1.60899999999993,1.56992693405475,0.656436996594477
12.0,94,1.54699999999994,1.57152116505906,0.55687380660563
10.0,94.25,1.99599999999989,1.56954795545326,1.39804517715869
10.5,94.25,1.80799999999991,1.57219456223414,1.01682902729031
11.0,94.25,1.69399999999992,1.57060515860598,0.806351568256861
11.5,94.25,1.61299999999993,1.57141833418609,0.667282556204372
12.0,94.25,1.54999999999994,1.57201315143837,0.565404318620506
10.0,94.5,2.00999999999989,1.57229347051534,1.43450475542642
10.5,94.5,1.81499999999991,1.57161617469544,1.03517615294103
11.0,94.5,1.69899999999992,1.57140807033598,0.819752513251189
11.5,94.5,1.61599999999993,1.56942120809159,0.676117928935714
12.0,94.5,1.55299999999994,1.57240905699772,0.573959743972194
10.0,94.75,2.02399999999989,1.57079613170452,1.47086594100595
10.5,94.75,1.82199999999991,1.57089135979394,1.05369440756009
11.0,94.75,1.70399999999992,1.57189596432816,0.833231035155359
11.5,94.75,1.61999999999993,1.57062868514027,0.687001785142098
12.0,94.75,1.55499999999994,1.56929854962256,0.580521227593262
10.0,95,2.03899999999989,1.57139994274267,1.51007844446393
10.5,95,1.82899999999991,1.56956437158262,1.07230015709172
11.0,95,1.70899999999992,1.57219158654713,0.846744348386637
11.5,95,1.62399999999993,1.57171116116423,0.697976396734938
12.0,95,1.55799999999994,1.56949469257619,0.589112195720397
10.0,95.25,2.05399999999988,1.56935549160839,1.54947925893234
10.5,95.25,1.83699999999991,1.57097573218652,1.09338827912611
11.0,95.25,1.71399999999992,1.57218783866313,0.860311270714468
11.5,95.25,1.62699999999993,1.56924666543854,0.706881064657585
12.0,95.25,1.56099999999994,1.56959104248327,0.597730788917811
10.0,95.5,2.07099999999988,1.57116707283504,1.59420095493981
10.5,95.5,1.84499999999991,1.5716893382487,1.11446378293737
11.0,95.5,1.71899999999992,1.57189199371664,0.873922554515414
11.5,95.5,1.63099999999993,1.56996749673164,0.717857514825116
12.0,95.5,1.56399999999994,1.56954681007091,0.606308359367119
10.0,95.75,2.08799999999988,1.56976195176034,1.63918633814322
10.5,95.75,1.85299999999991,1.57173505939994,1.13563904393015
11.0,95.75,1.72399999999992,1.57129263044657,0.887577268637665
11.5,95.75,1.63499999999993,1.57055819225165,0.728926032236357
12.0,95.75,1.56699999999994,1.56943759496827,0.614982585989326
10.0,96,2.10699999999988,1.57141421773442,1.68954031876052
10.5,96,1.86099999999991,1.57102774189543,1.15689611706551
11.0,96,1.72899999999992,1.57036631726116,0.901279344446806
11.5,96,1.63899999999993,1.5709824547652,0.740039136576326
12.0,96,1.56999999999994,1.56923514475954,0.623725948440859
10.0,96.25,2.12699999999988,1.57198612586145,1.74279513145676
10.5,96.25,1.8689999999999,1.5698000297987,1.17821325752169
11.0,96.25,1.73399999999992,1.5691304950691,0.915030727493162
11.5,96.25,1.64299999999993,1.57123291617413,0.751191639539694
12.0,96.25,1.57399999999994,1.57231994995107,0.634558679553003
10.0,96.5,2.14799999999987,1.57151646182739,1.79905566814193
10.5,96.5,1.8779999999999,1.57083511130926,1.20199677420521
11.0,96.5,1.73999999999992,1.57095212740988,0.931094679318262
11.5,96.5,1.64699999999993,1.57130347316539,0.762378768062925
12.0,96.5,1.57699999999994,1.57187606777114,0.643306301736699
10.0,96.75,2.17099999999987,1.57237891139428,1.86100221539857
10.5,96.75,1.8869999999999,1.57102009024409,1.22592765484916
11.0,96.75,1.74599999999992,1.57243180427154,0.947244675937541
11.5,96.75,1.65099999999993,1.57125388174713,0.773608698632304
12.0,96.75,1.57999999999994,1.57131767460114,0.652077300221613
10.0,97,2.19499999999987,1.57035049467305,1.9260113482427
10.5,97,1.8959999999999,1.5702725685868,1.24996321566223
11.0,97,1.75099999999992,1.57012793332428,0.961132561742535
11.5,97,1.65499999999993,1.57095421017592,0.784864127112165
12.0,97,1.58299999999994,1.57064550178791,0.660877588919317
10.0,97.25,2.22199999999987,1.57088816722879,1.99961315150643
10.5,97.25,1.9059999999999,1.57180825122634,1.27659545239425
11.0,97.25,1.75699999999992,1.57087280083565,0.977382721187579
11.5,97.25,1.65899999999993,1.57046642175993,0.79617323552913
12.0,97.25,1.58599999999994,1.5698688309587,0.669728072349792
10.0,97.5,2.25099999999986,1.56921866710412,2.07931627257563
10.5,97.5,1.9159999999999,1.57238183341386,1.30329298754237
11.0,97.5,1.76299999999992,1.57122823085028,0.993692504182474
11.5,97.5,1.66299999999993,1.56973629098587,0.807512766331361
12.0,97.5,1.58999999999994,1.5723639690961,0.680723461440921
10.0,97.75,2.28399999999986,1.57003444380022,2.17069565489596
10.5,97.75,1.9259999999999,1.57182183590042,1.33009172173094
11.0,97.75,1.76899999999992,1.57117632208724,1.01005837340249
11.5,97.75,1.66799999999993,1.57218905577967,0.821078487629259
12.0,97.75,1.59299999999994,1.57130340892229,0.689565471428936
10.0,98,2.32099999999986,1.57080615306777,2.27418974341944
10.5,98,1.9359999999999,1.57011667222219,1.3570016696714
11.0,98,1.77499999999992,1.57070086937148,1.02647913545234
11.5,98,1.67199999999993,1.57106789944167,0.832472540495313
12.0,98,1.59599999999994,1.57015506401851,0.698493459573591
10.0,98.25,2.36099999999985,1.56922447601011,2.3876393547399
10.5,98.25,1.9469999999999,1.57040540730618,1.38650804287666
11.0,98.25,1.78099999999991,1.56978614911042,1.04295552128626
11.5,98.25,1.67599999999993,1.56974524202565,0.843934251416101
12.0,98.25,1.59999999999993,1.57227358059555,0.709598473231743
10.0,98.5,2.40999999999985,1.5700183173827,2.52807654964673
10.5,98.5,1.9579999999999,1.56930710135842,1.41616999983217
11.0,98.5,1.78799999999991,1.57182725587731,1.06187937668601
11.5,98.5,1.68099999999993,1.57158238572661,0.857653110163187
12.0,98.5,1.60299999999993,1.57084801042058,0.718555446919542
10.0,98.75,2.46899999999984,1.57190592026148,2.69992398526868
10.5,98.75,1.96999999999989,1.57007472573922,1.44847886918706
11.0,98.75,1.79399999999991,1.56997301659951,1.07846761507689
11.5,98.75,1.68499999999993,1.56980039560673,0.869175491040566
12.0,98.75,1.60599999999993,1.5692865704127,0.727532723595118
10.0,99,2.54199999999983,1.57239751776079,2.91688897850458
10.5,99,1.98299999999989,1.57149648022666,1.48340474541441
11.0,99,1.80099999999991,1.57102457476663,1.09752494586382
11.5,99,1.68999999999992,1.57113561453674,0.882994442848402
12.0,99,1.60999999999993,1.57100766219669,0.738758722098487
10.0,99.25,2.63799999999982,1.57015109580555,3.20966438791063
10.5,99.25,1.99599999999989,1.5721937997265,1.51863588174483
11.0,99.25,1.80799999999991,1.57158819781581,1.11662496062742
11.5,99.25,1.69499999999992,1.57226759192994,0.896869037994818
12.0,99.25,1.61299999999993,1.56916081667405,0.7477809811437
10.0,99.5,2.7809999999998,1.570244402418,3.66276187387277
10.5,99.5,2.00899999999989,1.57094118885109,1.55400303799504
11.0,99.5,1.81499999999991,1.57113106995471,1.13571030679826
11.5,99.5,1.69899999999992,1.56976065802115,0.908523630408224
12.0,99.5,1.61699999999993,1.57060118462445,0.759090968217174
10.0,99.75,3.06399999999977,1.57221809659104,4.62229415765137
10.5,99.75,2.02299999999989,1.57187472644659,1.59232466887837
11.0,99.75,1.82199999999991,1.57053397545715,1.15497940954582
11.5,99.75,1.70399999999992,1.57030258534359,0.922500455919097
12.0,99.75,1.62099999999993,1.57181425610204,0.770412250352552
10.0,100,3.12299999999977,-1.56927270300914,6.56658938056937
10.5,100,2.03799999999989,1.5719810040581,1.63316743473621
11.0,100,1.82899999999991,1.56934743618504,1.1743238448045
11.5,100,1.70899999999992,1.57063685005373,0.936500870594878
12.0,100,1.62399999999993,1.56954881655653,0.77954503671696
10.0,100.25,2.76199999999981,-1.57092097216431,5.35681030618639
10.5,100.25,2.05299999999988,1.57049643613895,1.67433885815998
11.0,100.25,1.83699999999991,1.57090042789781,1.19627570763437
11.5,100.25,1.71399999999992,1.57071570149275,0.950526076009367
12.0,100.25,1.62799999999993,1.57050086933259,0.790911043277953
10.0,100.5,2.60399999999982,-1.57042915984635,4.87801904366454
10.5,100.5,2.06899999999988,1.56951141818383,1.71841874302729
11.0,100.5,1.84499999999991,1.57180647110063,1.21824132629567
11.5,100.5,1.71899999999992,1.57049521120451,0.964648021376562
12.0,100.5,1.63199999999993,1.57130573590934,0.802340388901576
10.0,100.75,2.50099999999984,-1.56962802060281,4.58317296965997
10.5,100.75,2.08699999999988,1.57211978205023,1.7681251910944
11.0,100.75,1.85299999999991,1.57196993796086,1.24026445017303
11.5,100.75,1.72399999999992,1.5699765955564,0.978806693141832
12.0,100.75,1.63599999999993,1.57195056841778,0.813816108697518
10.0,101,2.42499999999984,-1.57233500889293,4.37516737524267
10.5,101,2.10499999999988,1.57116121777123,1.81808450276125
11.0,101,1.86099999999991,1.57143122419765,1.26238443670123
11.5,101,1.72899999999992,1.56911413166035,0.993019953585944
12.0,101,1.63999999999993,1.57242710866447,0.825304242444601
10.0,101.25,2.36399999999985,-1.57114960793075,4.21352085448332
10.5,101.25,2.12399999999988,1.56958924233937,1.87109988568177
11.0,101.25,1.8689999999999,1.5703822949407,1.28459703720793
11.5,101.25,1.73499999999992,1.57137410264094,1.00964113553968
12.0,101.25,1.64299999999993,1.56930419035237,0.834533721717046
10.0,101.5,2.31399999999986,-1.57220809525439,4.08520486976112
10.5,101.5,2.14499999999987,1.56975233459365,1.92983667709493
11.0,101.5,1.8779999999999,1.57161205847422,1.30935317464606
11.5,101.5,1.73999999999992,1.56988007700698,1.02393421467491
12.0,101.5,1.64699999999993,1.56942171531223,0.846099365575701
10.0,101.75,2.27099999999986,-1.57174778012137,3.97756360296179
10.5,101.75,2.16799999999987,1.57178669303865,1.99465704757617
11.0,101.75,1.8869999999999,1.5719993430593,1.33428105029222
11.5,101.75,1.74599999999992,1.57143764837263,1.04071051134656
12.0,101.75,1.65099999999993,1.56940404768177,0.857786712284769
10.0,102,2.23399999999986,-1.56967695075282,3.88707942974583
10.5,102,2.19199999999987,1.57103004770604,2.06267378280123
11.0,102,1.8959999999999,1.57145722538052,1.35929917495869
11.5,102,1.75099999999992,1.56923441357496,1.05508956243717
12.0,102,1.65499999999993,1.56922623111033,0.869449429359311
10.0,102.25,2.20099999999987,-1.57105904827675,3.80842034155032
10.5,102.25,2.21799999999987,1.56975127188711,2.13684787293904
11.0,102.25,1.9049999999999,1.56984599753611,1.38449305241596
11.5,102.25,1.75699999999992,1.57007473469102,1.07195841436734
12.0,102.25,1.65999999999993,1.57215296459172,0.883386533268074
10.0,102.5,2.17099999999987,-1.5712906047644,3.73809798582282
10.5,102.5,2.24699999999986,1.56998726049659,2.22022223706032
11.0,102.5,1.9149999999999,1.57064398411516,1.41225376416574
11.5,102.5,1.76299999999992,1.5705297322049,1.08888800740171
12.0,102.5,1.66399999999993,1.57150818437613,0.89510145749982
10.0,102.75,2.14399999999987,-1.57220494110219,3.67619133164332
10.5,102.75,2.27899999999986,1.56979682898661,2.31298650060619
11.0,102.75,1.9249999999999,1.57035279521555,1.44019433205934
11.5,102.75,1.76899999999992,1.5705808918291,1.10587449196376
12.0,102.75,1.66799999999993,1.57061488321305,0.906842758476506
10.0,103,2.11899999999988,-1.57217243086097,3.61970598460772
10.5,103,2.31399999999986,1.57175032729081,2.41585011242534
11.0,103,1.9359999999999,1.57231483897677,1.47084851040805
11.5,103,1.77499999999992,1.57021332067036,1.12291643343688
12.0,103,1.67199999999993,1.56954268282884,0.918659080696229
10.0,103.25,2.09599999999988,-1.57248906386907,3.56867892935054
10.5,103.25,2.35499999999985,1.57239434103874,2.53721227278008
11.0,103.25,1.9459999999999,1.56954221734859,1.49900165415058
11.5,103.25,1.78099999999991,1.56940917645378,1.14001196606289
12.0,103.25,1.67699999999993,1.57166348717261,0.932826572216987
10.0,103.5,2.07399999999988,-1.57023619589201,3.52018430530336
10.5,103.5,2.40199999999985,1.57157844698875,2.67810173742391
11.0,103.5,1.9579999999999,1.57213657143406,1.53254557271041
11.5,103.5,1.78799999999991,1.57156192307718,1.15967817344908
12.0,103.5,1.68099999999993,1.57016792304723,0.944695764722661
10.0,103.75,2.05399999999988,-1.5700681817967,3.47711957002135
10.5,103.75,2.45799999999984,1.57085400964808,2.84857556626284
11.0,103.75,1.96899999999989,1.56987240685208,1.56355621077874
11.5,103.75,1.79399999999991,1.56983732439047,1.1768886266117
12.0,103.75,1.68599999999993,1.57185018063887,0.958982730675647
10.0,104,2.03599999999989,-1.57242267069765,3.43940909729297
10.5,104,2.52699999999983,1.56935896020224,3.06277855995933
11.0,104,1.98199999999989,1.57167677255051,1.59997800384805
11.5,104,1.80099999999991,1.57101979006175,1.19669115388885
12.0,104,1.68999999999992,1.56989070942516,0.970921453186555
10.0,104.25,2.01799999999989,-1.57106840378351,3.40152206668623
10.5,104.25,2.61799999999982,1.56983098139968,3.35249779587472
11.0,104.25,1.99399999999989,1.56942196940438,1.63401153773972
11.5,104.25,1.80799999999991,1.57172068452106,1.2165351480548
12.0,104.25,1.69499999999992,1.57104776065787,0.98528031185038
10.0,104.5,2.00099999999989,-1.57012001630584,3.3661819117334
10.5,104.5,2.74799999999981,1.569370603717,3.78126739359586
11.0,104.5,2.00799999999989,1.57199600152976,1.67361080101462
11.5,104.5,1.81499999999991,1.57184392508363,1.23648420620664
12.0,104.5,1.69999999999992,1.57200358173719,0.999719846982384
10.0,104.75,1.98499999999989,-1.5692171036733,3.3334467334384
10.5,104.75,2.98199999999978,1.57123099979315,4.59940193369961
11.0,104.75,2.02099999999989,1.5691411020798,1.71067065148796
11.5,104.75,1.82199999999991,1.57095146752537,1.25637278245285
12.0,104.75,1.70399999999992,1.56931097533213,1.01180987769358
10.0,105,1.97099999999989,-1.57237284481534,3.30604715765977
10.5,105,3.32799999999974,-1.5701213141323,7.64915230129034
11.0,105,2.03599999999989,1.57070601259446,1.75338925706951
11.5,105,1.82899999999991,1.56990818890583,1.27645422404678
12.0,105,1.70899999999992,1.56967395057481,1.02635535328962
10.0,105.25,1.9559999999999,-1.56969473836617,3.27572805499892
10.5,105.25,2.8069999999998,-1.57230379687908,5.73183073198023
11.0,105.25,2.05099999999989,1.56982495875681,1.79635396917196
11.5,105.25,1.83699999999991,1.57163551575843,1.29929047814642
12.0,105.25,1.71399999999992,1.5698190292671,1.04086067842378
10.0,105.5,1.9429999999999,-1.57161599528995,3.2507020702122
10.5,105.5,2.62899999999982,-1.57064159660881,5.15629124604215
11.0,105.5,2.06699999999988,1.56949612730753,1.84232463800876
11.5,105.5,1.84399999999991,1.56933362022156,1.31954694906532
12.0,105.5,1.71899999999992,1.56967965161523,1.05547518367757
10.0,105.75,1.9299999999999,-1.57154056967639,3.22551952984116
10.5,105.75,2.51899999999983,-1.57197716070612,4.82219557820008
11.0,105.75,2.08399999999988,1.56951583011768,1.89138166518227
11.5,105.75,1.85199999999991,1.56965810271934,1.34238281960791
12.0,105.75,1.72399999999992,1.5692289391951,1.07011344466522
10.0,106,1.9169999999999,-1.56962014191228,3.20020982660323
10.5,106,2.43799999999984,-1.57170009480994,4.58669485729622
11.0,106,2.10199999999988,1.56941172717239,1.94351254680655
11.5,106,1.85999999999991,1.56936114010555,1.36545521251336
12.0,106,1.72999999999992,1.57190050040619,1.08732568208555
10.0,106.25,1.9049999999999,-1.57036717560845,3.17754520296105
10.5,106.25,2.37399999999985,-1.5696089695971,4.40692742578441
11.0,106.25,2.12199999999988,1.57214433266675,2.00169640618877
11.5,106.25,1.8689999999999,1.57160330594853,1.39108733403527
12.0,106.25,1.73499999999992,1.57081822424707,1.10207122669419
10.0,106.5,1.8939999999999,-1.57188276688889,3.15730936870626
10.5,106.5,2.32199999999986,-1.57005025386698,4.26565658327544
11.0,106.5,2.14199999999988,1.57005785574641,2.06012586760036
11.5,106.5,1.8769999999999,1.5699360806215,1.41421127410582
12.0,106.5,1.73999999999992,1.5694463585877,1.11696354025574
10.0,106.75,1.8829999999999,-1.57218126476093,3.13705379908797
10.5,106.75,2.27799999999986,-1.57110472157196,4.14932388076933
11.0,106.75,2.16399999999987,1.57015123611069,2.12487486887852
11.5,106.75,1.8859999999999,1.57053683358319,1.4400914221782
12.0,106.75,1.74599999999992,1.57107517061873,1.13426419644061
10.0,107,1.8719999999999,-1.57095737298638,3.11662721991197
10.5,107,2.23999999999986,-1.57182306576508,4.05129527463411
11.0,107,2.18799999999987,1.57070843985319,2.19586005589852
11.5,107,1.8949999999999,1.57024228756009,1.46610329027592
12.0,107,1.75199999999992,1.57239097266698,1.15171000464575
10.0,107.25,1.86199999999991,-1.57175950749794,3.09866519866014
10.5,107.25,2.20699999999987,-1.57239901359444,3.96815817611177
11.0,107.25,2.21399999999987,1.57124262445349,2.27334122948635
11.5,107.25,1.9049999999999,1.57226857756975,1.49497840917144
12.0,107.25,1.75699999999992,1.56995230438877,1.16669084655452
10.0,107.5,1.85199999999991,-1.57151108747599,3.08067662873985
10.5,107.5,2.17599999999987,-1.57134293194249,3.89105431340021
11.0,107.5,2.24199999999986,1.5701750261549,2.35736869656381
11.5,107.5,1.9139999999999,1.5699682270261,1.52116748689176
12.0,107.5,1.76299999999992,1.57050084784541,1.18420886799136
10.0,107.75,1.84199999999991,-1.57031352412509,3.06261971177427
10.5,107.75,2.14799999999987,-1.57073394414932,3.82284504622189
11.0,107.75,2.27299999999986,1.56926837230949,2.45117748335511
11.5,107.75,1.9239999999999,1.56996990750129,1.55021752221052
12.0,107.75,1.76899999999992,1.57066374182399,1.20180847225145
10.0,108,1.83299999999991,-1.57134608648207,3.04707891639092
10.5,108,2.12299999999988,-1.5721202676965,3.7633501113719
11.0,108,2.30699999999986,1.56960694316593,2.55536557596329
11.5,108,1.9349999999999,1.5722472384565,1.58210578306601
12.0,108,1.77499999999992,1.57042615036735,1.21948921373872
10.0,108.25,1.82399999999991,-1.57147848104669,3.03144408279149
10.5,108.25,2.09899999999988,-1.57012632210903,3.70655344186861
11.0,108.25,2.34699999999985,1.57244721998983,2.67911465969361
11.5,108.25,1.9449999999999,1.56981026622052,1.61137437863323
12.0,108.25,1.78099999999991,1.56977166054584,1.23725058522618
10.0,108.5,1.81499999999991,-1.57064195507997,3.01571441865134
10.5,108.5,2.07699999999988,-1.56931417121149,3.65554334724136
11.0,108.5,2.39199999999985,1.57055405604934,2.81981587170345
11.5,108.5,1.9559999999999,1.56938825495421,1.64349614809849
12.0,108.5,1.78799999999991,1.57202373271184,1.25759738951891
10.0,108.75,1.80699999999991,-1.57234381073569,3.00250655794915
10.5,108.75,2.05699999999988,-1.56993548719454,3.61012666570502
11.0,108.75,2.44599999999984,1.57112307759403,2.99135579564686
11.5,108.75,1.96799999999989,1.57088994701814,1.67853316726867
12.0,108.75,1.79399999999991,1.57044804266907,1.27545490642021
10.0,109,1.79799999999991,-1.56979150279462,2.98657572692754
10.5,109,2.03799999999989,-1.56975178163106,3.56741137478826
11.0,109,2.51199999999983,1.57161886753696,3.20499224291514
11.5,109,1.97999999999989,1.57083631365001,1.71377535387023
12.0,109,1.80099999999991,1.57176472524112,1.29598193507556
10.0,109.25,1.78999999999991,-1.5699362374561,2.97321348816736
10.5,109.25,2.02099999999989,-1.57243153524396,3.53037970752202
11.0,109.25,2.59699999999983,1.57166069033474,3.48675123756715
11.5,109.25,1.99299999999989,1.57134147064507,1.7518847503545
12.0,109.25,1.80699999999991,1.56922220645271,1.31402293604055
10.0,109.5,1.78199999999991,-1.56936637043299,2.95976031184256
10.5,109.5,2.00399999999989,-1.5721292928202,3.49311999888949
11.0,109.5,2.71499999999981,1.57206899728868,3.89096431557575
11.5,109.5,2.00599999999989,1.57105747855119,1.79027789507779
12.0,109.5,1.81399999999991,1.56948898549266,1.33457979040875
10.0,109.75,1.77499999999992,-1.57156166882082,2.94889346618771
10.5,109.75,1.98799999999989,-1.57178988001801,3.45857347502686
11.0,109.75,2.91399999999979,1.57116692844975,4.60801136316789
11.5,109.75,2.01999999999989,1.57213890563727,1.83173923371495
12.0,109.75,1.82199999999991,1.57217117804415,1.3579050428986
10.0,110,1.76699999999992,-1.56965412576202,2.9352853758838
10.5,110,1.97299999999989,-1.57211649118158,3.42673784546735
11.0,110,3.95699999999968,1.57034686978013,9.15057155977746
11.5,110,2.03399999999989,1.57193254595215,1.87352200941798
